country_region,province_state,date,confirmed,deaths,recovered,admin2
Colombia,Vaupes,2020-09-18,646,5,446,
Colombia,Vichada,2020-09-18,340,4,213,
Ethiopia,,2020-09-18,67515,1072,27638,
Indonesia,,2020-09-18,236519,9336,170774,
Malaysia,,2020-09-18,10147,129,9264,
Colombia,Amazonas,2020-09-19,2732,115,2597,
Colombia,Antioquia,2020-09-19,102501,2187,85968,
Colombia,Arauca,2020-09-19,1449,34,1122,
Colombia,Atlantico,2020-09-19,66512,3016,61671,
Colombia,Bolivar,2020-09-19,27972,754,25630,
Colombia,Boyaca,2020-09-19,5995,117,4266,
Colombia,Caldas,2020-09-19,4653,106,3183,
Colombia,Capital District,2020-09-19,250490,6408,205741,
Colombia,Caqueta,2020-09-19,7759,274,6504,
Colombia,Casanare,2020-09-19,1771,41,1203,
Colombia,Cauca,2020-09-19,8192,224,6257,
Colombia,Cesar,2020-09-19,17236,494,12740,
Colombia,Choco,2020-09-19,3930,154,3636,
Colombia,Cordoba,2020-09-19,22745,1480,19406,
Colombia,Cundinamarca,2020-09-19,30582,898,25087,
Colombia,Guainia,2020-09-19,547,10,234,
Colombia,Guaviare,2020-09-19,628,11,417,
Colombia,Huila,2020-09-19,9380,282,6258,
Colombia,La Guajira,2020-09-19,7207,275,5698,
Colombia,Magdalena,2020-09-19,14454,789,12119,
Colombia,Meta,2020-09-19,14066,366,11374,
Colombia,Narino,2020-09-19,17412,638,14545,
Colombia,Norte de Santander,2020-09-19,14427,831,11890,
Colombia,Putumayo,2020-09-19,3619,160,3065,
Colombia,Quindio,2020-09-19,2531,76,1571,
Colombia,Risaralda,2020-09-19,9468,195,6938,
Colombia,San Andres y Providencia,2020-09-19,841,9,337,
Colombia,Santander,2020-09-19,27012,1158,20338,
Colombia,Sucre,2020-09-19,13512,559,11964,
Colombia,Tolima,2020-09-19,10862,277,8129,
Colombia,Valle del Cauca,2020-09-19,56837,2092,47119,
Colombia,Vaupes,2020-09-19,679,5,457,
Colombia,Vichada,2020-09-19,397,4,221,
Ethiopia,,2020-09-19,68131,1089,27939,
Indonesia,,2020-09-19,240687,9448,174350,
Malaysia,,2020-09-19,10167,130,9315,
Colombia,Amazonas,2020-09-20,2732,115,2598,
Colombia,Antioquia,2020-09-20,103915,2203,87033,
Colombia,Arauca,2020-09-20,1475,35,1144,
Colombia,Atlantico,2020-09-20,66576,3021,61771,
Colombia,Bolivar,2020-09-20,28027,754,25794,
Colombia,Boyaca,2020-09-20,6086,123,4325,
Colombia,Caldas,2020-09-20,4752,107,3236,
Colombia,Capital District,2020-09-20,252319,6448,206506,
Colombia,Caqueta,2020-09-20,7783,274,6679,
Colombia,Casanare,2020-09-20,1875,41,1216,
Colombia,Cauca,2020-09-20,8293,226,6357,
Colombia,Cesar,2020-09-20,17403,504,13018,
Colombia,Choco,2020-09-20,3947,154,3644,
Colombia,Cordoba,2020-09-20,22768,1492,19607,
Colombia,Cundinamarca,2020-09-20,30883,905,25353,
Colombia,Guainia,2020-09-20,631,10,297,
Colombia,Guaviare,2020-09-20,649,11,447,
Colombia,Huila,2020-09-20,9545,290,6453,
Colombia,La Guajira,2020-09-20,7397,278,5807,
Colombia,Magdalena,2020-09-20,14563,791,12187,
Colombia,Meta,2020-09-20,14261,366,11596,
Colombia,Narino,2020-09-20,17485,642,14624,
Colombia,Norte de Santander,2020-09-20,14535,838,11990,
Colombia,Putumayo,2020-09-20,3640,161,3089,
Colombia,Quindio,2020-09-20,2655,79,1636,
Colombia,Risaralda,2020-09-20,9596,198,7047,
Colombia,San Andres y Providencia,2020-09-20,938,9,366,
Colombia,Santander,2020-09-20,27463,1172,20653,
Colombia,Sucre,2020-09-20,13545,565,12140,
Colombia,Tolima,2020-09-20,10967,283,8276,
Colombia,Valle del Cauca,2020-09-20,57244,2103,47513,
Colombia,Vaupes,2020-09-20,693,6,530,
Colombia,Vichada,2020-09-20,435,4,267,
Ethiopia,,2020-09-20,68820,1096,28314,
Indonesia,,2020-09-20,244676,9553,177327,
Malaysia,,2020-09-20,10219,130,9355,
Colombia,Amazonas,2020-09-21,2732,116,2604,
Colombia,Antioquia,2020-09-21,105208,2222,88117,
Colombia,Arauca,2020-09-21,1478,36,1170,
Colombia,Atlantico,2020-09-21,66640,3030,61845,
Colombia,Bolivar,2020-09-21,28062,758,25895,
Colombia,Boyaca,2020-09-21,6173,123,4458,
Colombia,Caldas,2020-09-21,4785,107,3350,
Colombia,Capital District,2020-09-21,254276,6481,209455,
Colombia,Caqueta,2020-09-21,7789,277,6718,
Colombia,Casanare,2020-09-21,1929,42,1240,
Colombia,Cauca,2020-09-21,8340,226,6424,
Colombia,Cesar,2020-09-21,17451,514,13274,
Colombia,Choco,2020-09-21,3958,154,3658,
Colombia,Cordoba,2020-09-21,22873,1494,19708,
Colombia,Cundinamarca,2020-09-21,31042,916,25677,
Colombia,Guainia,2020-09-21,638,10,338,
Colombia,Guaviare,2020-09-21,655,11,461,
Colombia,Huila,2020-09-21,9644,301,6642,
Colombia,La Guajira,2020-09-21,7479,282,5905,
Colombia,Magdalena,2020-09-21,14572,800,12335,
Colombia,Meta,2020-09-21,14348,376,11897,
Colombia,Narino,2020-09-21,17556,656,14730,
Colombia,Norte de Santander,2020-09-21,14570,845,12084,
Colombia,Putumayo,2020-09-21,3652,162,3107,
Colombia,Quindio,2020-09-21,2768,81,1712,
Colombia,Risaralda,2020-09-21,9652,204,7244,
Colombia,San Andres y Providencia,2020-09-21,980,10,400,
Colombia,Santander,2020-09-21,27884,1186,21035,
Colombia,Sucre,2020-09-21,13619,565,12254,
Colombia,Tolima,2020-09-21,11055,285,8428,
Colombia,Unknown,2020-09-21,0,0,0,
Colombia,Valle del Cauca,2020-09-21,57483,2117,47901,
Colombia,Vaupes,2020-09-21,693,6,556,
Colombia,Vichada,2020-09-21,451,4,278,
Ethiopia,,2020-09-21,69709,1108,28634,
Indonesia,,2020-09-21,248852,9677,180797,
Malaysia,,2020-09-21,10276,130,9395,
Colombia,Amazonas,2020-09-22,2738,116,2604,
Colombia,Antioquia,2020-09-22,106111,2222,88117,
Colombia,Arauca,2020-09-22,1482,36,1170,
Colombia,Atlantico,2020-09-22,66780,3030,61845,
Colombia,Bolivar,2020-09-22,28274,758,25895,
Colombia,Boyaca,2020-09-22,6289,123,4458,
Colombia,Caldas,2020-09-22,4894,107,3350,
Colombia,Capital District,2020-09-22,256116,6481,209455,
Colombia,Caqueta,2020-09-22,7793,277,6718,
Colombia,Casanare,2020-09-22,1950,42,1240,
Colombia,Cauca,2020-09-22,8549,226,6424,
Colombia,Cesar,2020-09-22,17551,514,13274,
Colombia,Choco,2020-09-22,3965,154,3658,
Colombia,Cordoba,2020-09-22,23250,1494,19708,
Colombia,Cundinamarca,2020-09-22,31295,916,25677,
Colombia,Guainia,2020-09-22,651,10,338,
Colombia,Guaviare,2020-09-22,662,11,461,
Colombia,Huila,2020-09-22,9910,301,6642,
Colombia,La Guajira,2020-09-22,7529,282,5905,
Colombia,Magdalena,2020-09-22,14692,800,12335,
Colombia,Meta,2020-09-22,14634,376,11897,
Colombia,Narino,2020-09-22,17634,656,14730,
Colombia,Norte de Santander,2020-09-22,14791,845,12084,
Colombia,Putumayo,2020-09-22,3668,162,3107,
Colombia,Quindio,2020-09-22,2844,81,1712,
Colombia,Risaralda,2020-09-22,9933,204,7244,
Colombia,San Andres y Providencia,2020-09-22,1014,10,400,
Colombia,Santander,2020-09-22,28309,1186,21035,
Colombia,Sucre,2020-09-22,13767,565,12254,
Colombia,Tolima,2020-09-22,11247,285,8428,
Colombia,Unknown,2020-09-22,0,0,0,
Colombia,Valle del Cauca,2020-09-22,58048,2117,47901,
Colombia,Vaupes,2020-09-22,712,6,556,
Colombia,Vichada,2020-09-22,455,4,278,
Ethiopia,,2020-09-22,70422,1127,28991,
Indonesia,,2020-09-22,252923,9837,184298,
Malaysia,,2020-09-22,10358,130,9563,
Colombia,Amazonas,2020-09-23,2739,116,2610,
Colombia,Antioquia,2020-09-23,107331,2266,91554,
Colombia,Arauca,2020-09-23,1519,39,1224,
Colombia,Atlantico,2020-09-23,66862,3037,62164,
Colombia,Bolivar,2020-09-23,28304,761,26413,
Colombia,Boyaca,2020-09-23,6410,129,4800,
Colombia,Caldas,2020-09-23,5117,114,3651,
Colombia,Capital District,2020-09-23,257679,6568,217189,
Colombia,Caqueta,2020-09-23,7843,282,6799,
Colombia,Casanare,2020-09-23,1972,41,1356,
Colombia,Cauca,2020-09-23,8652,238,6818,
Colombia,Cesar,2020-09-23,17878,526,13899,
Colombia,Choco,2020-09-23,3967,155,3665,
Colombia,Cordoba,2020-09-23,23340,1505,19903,
Colombia,Cundinamarca,2020-09-23,31575,929,26621,
Colombia,Guainia,2020-09-23,720,10,477,
Colombia,Guaviare,2020-09-23,677,11,517,
Colombia,Huila,2020-09-23,10082,310,7155,
Colombia,La Guajira,2020-09-23,7609,286,6181,
Colombia,Magdalena,2020-09-23,14814,806,12524,
Colombia,Meta,2020-09-23,14850,381,12472,
Colombia,Narino,2020-09-23,17742,663,15071,
Colombia,Norte de Santander,2020-09-23,14932,856,12369,
Colombia,Putumayo,2020-09-23,3679,164,3155,
Colombia,Quindio,2020-09-23,2941,87,1905,
Colombia,Risaralda,2020-09-23,10239,220,7579,
Colombia,San Andres y Providencia,2020-09-23,1055,10,445,
Colombia,Santander,2020-09-23,28751,1209,22261,
Colombia,Sucre,2020-09-23,13785,570,12468,
Colombia,Tolima,2020-09-23,11422,293,8887,
Colombia,Unknown,2020-09-23,0,0,0,
Colombia,Valle del Cauca,2020-09-23,58588,2154,49156,
Colombia,Vaupes,2020-09-23,731,6,583,
Colombia,Vichada,2020-09-23,463,4,406,
Ethiopia,,2020-09-23,71083,1141,29253,
Indonesia,,2020-09-23,257388,9977,187958,
Malaysia,,2020-09-23,10505,133,9602,
Colombia,Amazonas,2020-09-24,2741,117,2610,
Colombia,Antioquia,2020-09-24,108353,2285,93339,
Colombia,Arauca,2020-09-24,1613,40,1277,
Colombia,Atlantico,2020-09-24,66938,3042,62449,
Colombia,Bolivar,2020-09-24,28374,763,26609,
Colombia,Boyaca,2020-09-24,6664,131,5031,
Colombia,Caldas,2020-09-24,5239,116,3795,
Colombia,Capital District,2020-09-24,259008,6611,221533,
Colombia,Caqueta,2020-09-24,8036,282,6889,
Colombia,Casanare,2020-09-24,2012,41,1395,
Colombia,Cauca,2020-09-24,8790,241,6956,
Colombia,Cesar,2020-09-24,18129,536,14346,
Colombia,Choco,2020-09-24,3975,155,3669,
Colombia,Cordoba,2020-09-24,23366,1510,20158,
Colombia,Cundinamarca,2020-09-24,32080,942,27107,
Colombia,Guainia,2020-09-24,736,11,511,
Colombia,Guaviare,2020-09-24,688,11,532,
Colombia,Huila,2020-09-24,10451,315,7650,
Colombia,La Guajira,2020-09-24,7689,289,6373,
Colombia,Magdalena,2020-09-24,14864,810,12742,
Colombia,Meta,2020-09-24,15111,386,12679,
Colombia,Narino,2020-09-24,17825,665,15343,
Colombia,Norte de Santander,2020-09-24,15001,861,12578,
Colombia,Putumayo,2020-09-24,3695,165,3170,
Colombia,Quindio,2020-09-24,2988,90,2009,
Colombia,Risaralda,2020-09-24,10399,225,8038,
Colombia,San Andres y Providencia,2020-09-24,1079,11,510,
Colombia,Santander,2020-09-24,29109,1223,22733,
Colombia,Sucre,2020-09-24,13867,570,12566,
Colombia,Tolima,2020-09-24,11593,300,9327,
Colombia,Unknown,2020-09-24,0,-178,-12684,
Colombia,Valle del Cauca,2020-09-24,59212,2169,50029,
Colombia,Vaupes,2020-09-24,733,7,600,
Colombia,Vichada,2020-09-24,465,4,408,
Ethiopia,,2020-09-24,71687,1148,29461,
Indonesia,,2020-09-24,262022,10105,191853,
Malaysia,,2020-09-24,10576,133,9666,
Colombia,Amazonas,2020-09-25,2741,117,2611,
Colombia,Antioquia,2020-09-25,109651,2296,95140,
Colombia,Arauca,2020-09-25,1641,41,1311,
Colombia,Atlantico,2020-09-25,67074,3053,62635,
Colombia,Bolivar,2020-09-25,28475,764,26747,
Colombia,Boyaca,2020-09-25,6816,133,5221,
Colombia,Caldas,2020-09-25,5393,120,3994,
Colombia,Capital District,2020-09-25,260559,6650,225706,
Colombia,Caqueta,2020-09-25,8202,284,6957,
Colombia,Casanare,2020-09-25,2136,43,1466,
Colombia,Cauca,2020-09-25,8931,246,7172,
Colombia,Cesar,2020-09-25,18561,546,14838,
Colombia,Choco,2020-09-25,3980,155,3685,
Colombia,Cordoba,2020-09-25,23516,1511,20352,
Colombia,Cundinamarca,2020-09-25,32337,952,27724,
Colombia,Guainia,2020-09-25,743,11,536,
Colombia,Guaviare,2020-09-25,742,12,561,
Colombia,Huila,2020-09-25,10763,324,8069,
Colombia,La Guajira,2020-09-25,7771,291,6543,
Colombia,Magdalena,2020-09-25,15005,812,12942,
Colombia,Meta,2020-09-25,15359,392,12953,
Colombia,Narino,2020-09-25,17956,668,15593,
Colombia,Norte de Santander,2020-09-25,15145,868,12783,
Colombia,Putumayo,2020-09-25,3712,167,3196,
Colombia,Quindio,2020-09-25,3182,90,2147,
Colombia,Risaralda,2020-09-25,10674,231,8393,
Colombia,San Andres y Providencia,2020-09-25,1117,11,575,
Colombia,Santander,2020-09-25,29468,1236,23267,
Colombia,Sucre,2020-09-25,13907,570,12658,
Colombia,Tolima,2020-09-25,11756,308,9718,
Colombia,Unknown,2020-09-25,0,0,0,
Colombia,Valle del Cauca,2020-09-25,59785,2189,50944,
Colombia,Vaupes,2020-09-25,750,8,622,
Colombia,Vichada,2020-09-25,469,4,418,
Ethiopia,,2020-09-25,72173,1155,29863,
Indonesia,,2020-09-25,266845,10218,196196,
Malaysia,,2020-09-25,10687,133,9696,
Colombia,Amazonas,2020-09-26,2742,117,2612,
Colombia,Antioquia,2020-09-26,110870,2314,97932,
Colombia,Arauca,2020-09-26,1665,42,1356,
Colombia,Atlantico,2020-09-26,67216,3057,62816,
Colombia,Bolivar,2020-09-26,28523,765,26841,
Colombia,Boyaca,2020-09-26,6879,137,5358,
Colombia,Caldas,2020-09-26,5514,123,4139,
Colombia,Capital District,2020-09-26,262956,6683,229459,
Colombia,Caqueta,2020-09-26,8370,289,7019,
Colombia,Casanare,2020-09-26,2168,44,1515,
Colombia,Cauca,2020-09-26,9098,252,7400,
Colombia,Cesar,2020-09-26,18885,555,15130,
Colombia,Choco,2020-09-26,3989,155,3709,
Colombia,Cordoba,2020-09-26,23631,1520,20513,
Colombia,Cundinamarca,2020-09-26,32641,963,28226,
Colombia,Guainia,2020-09-26,750,12,551,
Colombia,Guaviare,2020-09-26,767,12,588,
Colombia,Huila,2020-09-26,11000,332,8395,
Colombia,La Guajira,2020-09-26,7912,292,6779,
Colombia,Magdalena,2020-09-26,15079,816,13126,
Colombia,Meta,2020-09-26,15535,400,13320,
Colombia,Narino,2020-09-26,18069,674,15807,
Colombia,Norte de Santander,2020-09-26,15322,874,13058,
Colombia,Putumayo,2020-09-26,3729,169,3236,
Colombia,Quindio,2020-09-26,3308,96,2299,
Colombia,Risaralda,2020-09-26,10809,234,8662,
Colombia,San Andres y Providencia,2020-09-26,1127,14,641,
Colombia,Santander,2020-09-26,29952,1249,24084,
Colombia,Sucre,2020-09-26,13972,572,12748,
Colombia,Tolima,2020-09-26,11968,314,9941,
Colombia,Unknown,2020-09-26,0,0,0,
Colombia,Valle del Cauca,2020-09-26,60369,2207,51770,
Colombia,Vaupes,2020-09-26,750,9,644,
Colombia,Vichada,2020-09-26,473,4,438,
Ethiopia,,2020-09-26,72700,1165,30029,
Indonesia,,2020-09-26,271339,10308,199403,
Malaysia,,2020-09-26,10769,133,9785,
Colombia,Amazonas,2020-09-27,2742,117,2613,
Colombia,Antioquia,2020-09-27,112470,2337,99922,
Colombia,Arauca,2020-09-27,1689,44,1427,
Colombia,Atlantico,2020-09-27,67317,3062,63036,
Colombia,Bolivar,2020-09-27,28590,766,27088,
Colombia,Boyaca,2020-09-27,7015,144,5568,
Colombia,Caldas,2020-09-27,5663,125,4307,
Colombia,Capital District,2020-09-27,264274,6714,232255,
Colombia,Caqueta,2020-09-27,8429,296,7115,
Colombia,Casanare,2020-09-27,2211,46,1570,
Colombia,Cauca,2020-09-27,9223,257,7558,
Colombia,Cesar,2020-09-27,19460,565,15580,
Colombia,Choco,2020-09-27,3990,155,3729,
Colombia,Cordoba,2020-09-27,23691,1526,20855,
Colombia,Cundinamarca,2020-09-27,32981,973,28706,
Colombia,Guainia,2020-09-27,767,12,626,
Colombia,Guaviare,2020-09-27,772,13,606,
Colombia,Huila,2020-09-27,11281,344,8799,
Colombia,La Guajira,2020-09-27,7987,297,6937,
Colombia,Magdalena,2020-09-27,15105,822,13299,
Colombia,Meta,2020-09-27,15733,404,13658,
Colombia,Narino,2020-09-27,18177,675,15993,
Colombia,Norte de Santander,2020-09-27,15506,880,13267,
Colombia,Putumayo,2020-09-27,3733,169,3255,
Colombia,Quindio,2020-09-27,3369,96,2416,
Colombia,Risaralda,2020-09-27,10953,237,9027,
Colombia,San Andres y Providencia,2020-09-27,1138,14,741,
Colombia,Santander,2020-09-27,30413,1271,24722,
Colombia,Sucre,2020-09-27,13999,575,12864,
Colombia,Tolima,2020-09-27,12064,319,10244,
Colombia,Unknown,2020-09-27,0,0,0,
Colombia,Valle del Cauca,2020-09-27,61081,2220,52578,
Colombia,Vaupes,2020-09-27,754,9,667,
Colombia,Vichada,2020-09-27,479,4,444,
Ethiopia,,2020-09-27,73332,1170,30363,
Indonesia,,2020-09-27,275213,10386,203014,
Malaysia,,2020-09-27,10919,134,9835,
Colombia,Amazonas,2020-09-28,2742,117,2614,
Colombia,Antioquia,2020-09-28,112886,2358,101504,
Colombia,Arauca,2020-09-28,1694,47,1470,
Colombia,Atlantico,2020-09-28,67401,3066,63250,
Colombia,Bolivar,2020-09-28,28655,766,27228,
Colombia,Boyaca,2020-09-28,7157,147,5753,
Colombia,Caldas,2020-09-28,5808,126,4545,
Colombia,Capital District,2020-09-28,265576,6727,234364,
Colombia,Caqueta,2020-09-28,8457,297,7352,
Colombia,Casanare,2020-09-28,2341,46,1666,
Colombia,Cauca,2020-09-28,9301,259,7805,
Colombia,Cesar,2020-09-28,19549,576,16122,
Colombia,Choco,2020-09-28,3995,155,3746,
Colombia,Cordoba,2020-09-28,23891,1535,21065,
Colombia,Cundinamarca,2020-09-28,33201,982,29438,
Colombia,Guainia,2020-09-28,862,12,656,
Colombia,Guaviare,2020-09-28,788,14,641,
Colombia,Huila,2020-09-28,11435,354,9317,
Colombia,La Guajira,2020-09-28,8032,300,7070,
Colombia,Magdalena,2020-09-28,15192,827,13474,
Colombia,Meta,2020-09-28,16017,405,14066,
Colombia,Narino,2020-09-28,18237,678,16237,
Colombia,Norte de Santander,2020-09-28,15586,887,13460,
Colombia,Putumayo,2020-09-28,3756,170,3278,
Colombia,Quindio,2020-09-28,3541,96,2584,
Colombia,Risaralda,2020-09-28,11070,241,9284,
Colombia,San Andres y Providencia,2020-09-28,1336,14,831,
Colombia,Santander,2020-09-28,30549,1288,25479,
Colombia,Sucre,2020-09-28,14011,575,12976,
Colombia,Tolima,2020-09-28,12214,326,10512,
Colombia,Unknown,2020-09-28,0,0,0,
Colombia,Valle del Cauca,2020-09-28,61637,2237,53624,
Colombia,Vaupes,2020-09-28,765,9,678,
Colombia,Vichada,2020-09-28,521,4,447,
Ethiopia,,2020-09-28,73944,1177,30753,
Indonesia,,2020-09-28,278722,10473,206870,
Malaysia,,2020-09-28,11034,134,9889,
Colombia,Amazonas,2020-09-29,2742,117,2615,
Colombia,Antioquia,2020-09-29,114193,2389,104346,
Colombia,Arauca,2020-09-29,1718,47,1518,
Colombia,Atlantico,2020-09-29,67492,3066,63492,
Colombia,Bolivar,2020-09-29,28810,770,27386,
Colombia,Boyaca,2020-09-29,7232,147,5971,
Colombia,Caldas,2020-09-29,5865,129,4829,
Colombia,Capital District,2020-09-29,267170,6772,235266,
Colombia,Caqueta,2020-09-29,8476,297,7540,
Colombia,Casanare,2020-09-29,2354,48,1804,
Colombia,Cauca,2020-09-29,9404,262,8011,
Colombia,Cesar,2020-09-29,19793,590,16883,
Colombia,Choco,2020-09-29,3996,155,3754,
Colombia,Cordoba,2020-09-29,23946,1539,21270,
Colombia,Cundinamarca,2020-09-29,33310,990,30001,
Colombia,Guainia,2020-09-29,869,12,694,
Colombia,Guaviare,2020-09-29,798,16,667,
Colombia,Huila,2020-09-29,11637,361,9750,
Colombia,La Guajira,2020-09-29,8105,302,7268,
Colombia,Magdalena,2020-09-29,15324,829,13607,
Colombia,Meta,2020-09-29,16111,405,14575,
Colombia,Narino,2020-09-29,18321,682,16401,
Colombia,Norte de Santander,2020-09-29,15690,891,13687,
Colombia,Putumayo,2020-09-29,3771,170,3304,
Colombia,Quindio,2020-09-29,3582,98,2734,
Colombia,Risaralda,2020-09-29,11139,244,9632,
Colombia,San Andres y Providencia,2020-09-29,1424,14,901,
Colombia,Santander,2020-09-29,30976,1305,26309,
Colombia,Sucre,2020-09-29,14072,577,13044,
Colombia,Tolima,2020-09-29,12312,333,10879,
Colombia,Unknown,2020-09-29,0,0,0,
Colombia,Valle del Cauca,2020-09-29,62118,2257,54859,
Colombia,Vaupes,2020-09-29,765,10,695,
Colombia,Vichada,2020-09-29,527,4,462,
Ethiopia,,2020-09-29,74584,1191,30952,
Indonesia,,2020-09-29,282724,10601,210437,
Malaysia,,2020-09-29,11135,134,9939,
Colombia,Amazonas,2020-09-30,2744,117,2615,
Colombia,Antioquia,2020-09-30,115112,2399,106276,
Colombia,Arauca,2020-09-30,1725,50,1534,
Colombia,Atlantico,2020-09-30,67551,3072,63682,
Colombia,Bolivar,2020-09-30,28875,777,27575,
Colombia,Boyaca,2020-09-30,7351,150,6165,
Colombia,Caldas,2020-09-30,5947,131,4984,
Colombia,Capital District,2020-09-30,269201,6783,236897,
Colombia,Caqueta,2020-09-30,8488,304,7605,
Colombia,Casanare,2020-09-30,2438,48,1859,
Colombia,Cauca,2020-09-30,9492,263,8189,
Colombia,Cesar,2020-09-30,20010,599,17277,
Colombia,Choco,2020-09-30,3997,156,3767,
Colombia,Cordoba,2020-09-30,23953,1538,21397,
Colombia,Cundinamarca,2020-09-30,33478,997,30436,
Colombia,Guainia,2020-09-30,874,13,792,
Colombia,Guaviare,2020-09-30,805,17,688,
Colombia,Huila,2020-09-30,11738,370,10149,
Colombia,La Guajira,2020-09-30,8136,307,7373,
Colombia,Magdalena,2020-09-30,15335,836,13791,
Colombia,Meta,2020-09-30,16220,416,14846,
Colombia,Narino,2020-09-30,18420,683,16550,
Colombia,Norte de Santander,2020-09-30,15792,902,14001,
Colombia,Putumayo,2020-09-30,3790,176,3322,
Colombia,Quindio,2020-09-30,3746,99,2929,
Colombia,Risaralda,2020-09-30,11235,247,9820,
Colombia,San Andres y Providencia,2020-09-30,1478,15,998,
Colombia,Santander,2020-09-30,31278,1316,26919,
Colombia,Sucre,2020-09-30,14081,582,13100,
Colombia,Tolima,2020-09-30,12389,339,11102,
Colombia,Unknown,2020-09-30,0,0,0,
Colombia,Valle del Cauca,2020-09-30,62702,2282,55791,
Colombia,Vaupes,2020-09-30,769,10,724,
Colombia,Vichada,2020-09-30,529,4,500,
Ethiopia,,2020-09-30,75368,1198,31204,
Indonesia,,2020-09-30,287008,10740,214947,
Malaysia,,2020-09-30,11224,136,9967,
Colombia,Amazonas,2020-10-01,2744,117,2615,
Colombia,Antioquia,2020-10-01,116110,2440,107506,
Colombia,Arauca,2020-10-01,1775,52,1576,
Colombia,Atlantico,2020-10-01,67666,3071,63796,
Colombia,Bolivar,2020-10-01,29137,776,27633,
Colombia,Boyaca,2020-10-01,7479,154,6405,
Colombia,Caldas,2020-10-01,6042,133,5188,
Colombia,Capital District,2020-10-01,270515,6825,238368,
Colombia,Caqueta,2020-10-01,8500,304,7732,
Colombia,Casanare,2020-10-01,2457,48,1991,
Colombia,Cauca,2020-10-01,9623,269,8348,
Colombia,Cesar,2020-10-01,20311,608,17729,
Colombia,Choco,2020-10-01,4003,157,3773,
Colombia,Cordoba,2020-10-01,24037,1547,21504,
Colombia,Cundinamarca,2020-10-01,33668,1006,30881,
Colombia,Guainia,2020-10-01,929,14,803,
Colombia,Guaviare,2020-10-01,816,17,719,
Colombia,Huila,2020-10-01,11918,376,10452,
Colombia,La Guajira,2020-10-01,8161,309,7425,
Colombia,Magdalena,2020-10-01,15381,838,13885,
Colombia,Meta,2020-10-01,16320,424,15037,
Colombia,Narino,2020-10-01,18531,687,16730,
Colombia,Norte de Santander,2020-10-01,16020,907,14136,
Colombia,Putumayo,2020-10-01,3803,176,3344,
Colombia,Quindio,2020-10-01,3814,105,3136,
Colombia,Risaralda,2020-10-01,11370,252,10090,
Colombia,San Andres y Providencia,2020-10-01,1478,15,1131,
Colombia,Santander,2020-10-01,31559,1324,27496,
Colombia,Sucre,2020-10-01,14115,582,13151,
Colombia,Tolima,2020-10-01,12487,341,11238,
Colombia,Unknown,2020-10-01,0,0,0,
Colombia,Valle del Cauca,2020-10-01,63267,2306,56639,
Colombia,Vaupes,2020-10-01,770,11,733,
Colombia,Vichada,2020-10-01,533,5,501,
Ethiopia,,2020-10-01,76098,1205,31430,
Indonesia,,2020-10-01,291182,10856,218487,
Malaysia,,2020-10-01,11484,136,10014,
Colombia,Amazonas,2020-10-02,2744,117,2615,
Colombia,Antioquia,2020-10-02,117083,2464,107822,
Colombia,Arauca,2020-10-02,1842,53,1598,
Colombia,Atlantico,2020-10-02,67748,3074,63828,
Colombia,Bolivar,2020-10-02,29305,780,27856,
Colombia,Boyaca,2020-10-02,7683,157,6444,
Colombia,Caldas,2020-10-02,6144,135,5208,
Colombia,Capital District,2020-10-02,271929,6855,238639,
Colombia,Caqueta,2020-10-02,8598,305,7744,
Colombia,Casanare,2020-10-02,2512,51,1999,
Colombia,Cauca,2020-10-02,9724,274,8450,
Colombia,Cesar,2020-10-02,20511,630,17859,
Colombia,Choco,2020-10-02,4023,157,3774,
Colombia,Cordoba,2020-10-02,24187,1550,21538,
Colombia,Cundinamarca,2020-10-02,34043,1018,30996,
Colombia,Guainia,2020-10-02,933,14,804,
Colombia,Guaviare,2020-10-02,874,17,727,
Colombia,Huila,2020-10-02,12213,382,10491,
Colombia,La Guajira,2020-10-02,8230,314,7443,
Colombia,Magdalena,2020-10-02,15470,841,13938,
Colombia,Meta,2020-10-02,16469,428,15116,
Colombia,Narino,2020-10-02,18602,691,16773,
Colombia,Norte de Santander,2020-10-02,16172,912,14296,
Colombia,Putumayo,2020-10-02,3822,176,3348,
Colombia,Quindio,2020-10-02,4014,108,3188,
Colombia,Risaralda,2020-10-02,11527,260,10128,
Colombia,San Andres y Providencia,2020-10-02,1497,16,1140,
Colombia,Santander,2020-10-02,31776,1341,27608,
Colombia,Sucre,2020-10-02,14127,584,13168,
Colombia,Tolima,2020-10-02,12593,351,11258,
Colombia,Unknown,2020-10-02,0,0,0,
Colombia,Valle del Cauca,2020-10-02,63784,2326,56917,
Colombia,Vaupes,2020-10-02,820,11,734,
Colombia,Vichada,2020-10-02,533,5,506,
Ethiopia,,2020-10-02,76988,1208,31677,
Indonesia,,2020-10-02,295499,10972,221340,
Malaysia,,2020-10-02,11771,136,10095,
Colombia,Amazonas,2020-10-03,2746,117,2615,
Colombia,Antioquia,2020-10-03,118115,2486,108362,
Colombia,Arauca,2020-10-03,1910,55,1619,
Colombia,Atlantico,2020-10-03,67859,3076,63887,
Colombia,Bolivar,2020-10-03,29376,783,27914,
Colombia,Boyaca,2020-10-03,7800,160,6609,
Colombia,Caldas,2020-10-03,6360,141,5289,
Colombia,Capital District,2020-10-03,273481,6874,239144,
Colombia,Caqueta,2020-10-03,8730,308,7820,
